client_id,total_errors,total_successes
6013375,1,0
6013539,0,1
6014420,0,1
6014718,0,1
6014775,0,1
6015130,2,1
6015711,0,1
6015716,0,1
6016244,1,0
6016803,0,1
6017155,0,1
6017434,1,1
6017678,3,0
6017862,0,1
6018149,0,1
6018395,0,1
6018486,1,1
6018574,2,1
6018602,0,1
6018642,1,0
6018767,1,0
6018915,1,0
6019066,0,1
6019257,1,1
6019905,0,1
6020027,0,1
6020962,2,0
6021018,1,0
6021509,2,1
6021906,1,0
6021910,0,1
6021918,2,0
6022010,0,1
6022147,0,1
6022266,1,0
6022944,1,0
6023415,0,1
6023470,2,0
6023550,1,1
6023597,2,0
6024027,0,1
6024101,1,1
6024105,1,0
6024126,0,1
6024365,1,0
6024402,1,1
6024480,1,1
6024800,0,1
6024945,0,1
6024983,1,1
6025281,0,1
6025364,1,1
6025559,1,0
6025724,0,1
6025815,0,1
6025873,1,0
6026089,1,0
6026167,0,1
6026701,4,0
6027048,1,0
6027107,0,1
6027530,1,1
6027623,0,1
6027818,0,1
6027855,1,0
6028020,2,1
6028338,1,0
6028450,1,0
6028509,0,1
6028829,0,1
6029041,1,0
6029126,0,1
6029243,1,1
6029258,2,1
6029457,1,1
6029600,2,0
6030124,0,1
6030221,2,0
6030394,0,1
6030486,2,0
6030696,0,1
6030712,0,1
6030791,0,1
6030837,1,0
6030890,1,0
6030945,1,1
6030984,0,1
6031056,0,1
6031368,1,0
6031726,0,1
6031907,1,0
6032386,1,0
6032443,1,0
6032718,0,1
6032775,0,1
6032786,0,1
6032872,0,1
6032939,0,1
6032992,0,1
6033434,1,0
6033679,0,1
6033754,0,1
6033805,1,0
6033918,1,0
6034023,1,0
6034097,1,0
6034128,0,1
6034462,2,1
6034953,1,0
6035003,0,1
6035203,1,1
6035461,0,1
6035849,1,1
6036449,4,1
6036578,1,0
6036790,0,1
6036804,1,0
6036986,1,1
6037374,0,1
6037376,0,1
6037752,1,0
6038013,1,1
6038294,1,1
6038424,2,0
6038516,2,0
6038525,0,1
6038666,1,0
6038811,0,1
6038968,0,1
6039670,0,1
6039700,2,1
6039880,2,1
6040024,1,0
6040095,0,1
6040136,1,0
6040156,1,1
6040488,2,1
6040779,1,0
6041552,0,1
6041600,1,0
6041814,0,1
6041815,0,1
6042056,1,0
6042231,0,1
6042415,1,0
6042707,1,1
6042891,1,0
6043021,0,1
6043145,0,1
6043168,0,1
6043261,1,0
6043294,0,1
6043666,2,1
6043981,0,1
6044594,0,1
6044746,1,0
6044794,0,1
6045164,0,1
6045314,1,0
6045479,0,1
6045570,0,1
6045574,1,0
6045882,0,1
6045950,0,1
6046179,2,0
6046394,0,1
6046408,0,1
6046425,1,1
6046670,0,1
6046741,0,1
6046772,0,1
6046860,0,1
6047255,0,1
6047402,1,1
6047643,0,1
6047863,1,0
6048186,0,1
6048205,0,1
6048258,1,0
6048335,1,0
6048692,1,0
6049084,1,1
6049466,1,0
6049963,1,0
6050066,0,1
6050920,0,1
6050973,1,0
6051109,3,0
6051158,1,1
6051224,2,0
6051233,0,1
6051306,1,0
6051453,0,1
6052028,1,1
6052127,0,1
6052190,0,1
6052684,0,1
6052976,1,0
6053418,1,0
6053509,0,1
6053599,1,0
6053849,0,1
6053952,2,0
6054693,0,1
6055057,0,1
6055104,3,0
6055231,2,1
6055251,0,1
6055384,0,1
6055529,0,1
6055544,0,1
6055756,0,1
6055967,0,1
6056366,0,1
6056856,0,1
6056987,0,1
6057000,0,1
6057081,0,1
6057936,1,0
6058024,0,1
6058074,0,1
6058229,0,1
6058303,0,1
6058305,2,0
6058524,0,1
6058534,0,1
6058559,0,1
6058720,0,1
6059000,0,1
6059059,0,1
6059305,0,1
6059517,1,0
6059573,0,1
6059910,1,0
6059924,1,0
6060172,2,0
6060618,1,1
6060991,0,1
6061224,0,1
6061376,0,1
6061403,1,0
6061526,0,1
6061814,0,1
6061926,0,1
6061984,0,1
6062375,1,1
6062424,0,1
6062578,1,0
6062754,1,0
6063117,0,1
6063396,0,1
6063520,1,0
6063554,0,1
6063632,1,0
6063870,1,1
6063905,1,1
6064043,1,0
6064547,0,1
6064573,0,1
6064610,5,1
6064626,1,1
6064721,1,1
6064907,1,1
6065730,0,1
6066023,1,0
6066109,1,0
6066143,0,1
6066332,1,0
6066338,0,1
6066538,2,0
6066941,0,1
6067117,0,1
6067170,0,1
6067591,0,1
6067837,2,0
6068052,1,0
6068180,2,0
6068217,2,0
6068316,1,1
6068799,1,0
6069204,1,0
6069272,0,1
6069376,0,1
6069603,6,1
6069792,1,0
6069933,1,0
6070216,0,1
6070431,0,1
6070645,1,0
6071019,0,1
6071038,1,1
6071177,2,1
6071499,0,1
6071571,1,1
6071692,1,0
6071724,1,0
6071985,1,1
6072001,1,0
6072009,0,1
6072217,0,1
6072522,1,1
6072542,0,1
6072788,0,1
6072994,0,1
6073444,0,1
6073907,0,1
6073932,1,0
6074067,0,1
6074871,0,1
6074917,1,0
6075049,0,1
6075100,2,1
6075274,0,1
6075629,1,1
6075960,2,1
6076090,0,1
6076607,0,1
6076660,0,1
6076816,1,1
6076878,1,0
6076887,0,1
6076924,1,1
6077114,1,0
6077122,0,1
6077287,0,1
6077485,1,0
6078015,2,1
6078415,2,0
6078664,0,1
6078772,0,1
6079256,0,1
6079441,0,1
6079839,1,0
6080253,1,0
6080815,3,0
6081543,0,1
6081679,0,1
6081769,1,0
6081831,1,0
6082639,2,0
6082949,0,1
6082967,2,0
6084029,1,0
6084390,1,0
6084563,1,0
6084682,0,1
6084871,0,1
6084875,1,0
6085193,3,0
6085447,0,1
6085553,1,1
6085745,1,0
6085835,1,0
6085850,0,1
6086740,0,1
6086964,0,1
6087292,3,0
6087384,0,1
6087610,1,1
6087632,1,0
6088001,2,0
6088025,0,1
6088345,1,0
6088563,1,0
6088700,1,0
6089219,0,2
6089566,0,1
6089595,0,1
6089880,1,0
6090076,0,1
6090109,1,0
6090203,0,1
6090253,1,0
6090404,0,1
6090460,0,1
6090669,2,0
6090963,0,1
6091101,1,1
6091298,0,1
6091442,1,0
6091610,0,1
6091933,1,0
6092194,0,1
6092269,0,1
6092302,0,1
6092467,1,1
6092556,1,0
6092861,0,1
6093224,2,0
6093544,2,0
6093589,0,1
6093592,0,1
6093698,0,1
6093785,1,1
6093812,1,0
6094235,1,1
6094308,1,0
6094341,2,1
6094349,1,0
6094468,0,1
6094600,0,1
6094813,1,0
6095210,1,0
6095222,1,1
6095271,1,0
6095280,1,0
6095303,1,0
6096204,3,0
6096252,0,1
6096847,0,1
6096961,0,1
6097269,0,1
6097361,0,1
6097544,0,1
6097580,0,1
6097581,0,2
6097938,1,1
6098439,2,1
6098583,0,1
6098651,0,1
6098661,0,1
6098739,0,1
6098751,0,1
6098949,1,0
6099011,1,0
6099173,0,1
6099297,3,0
6099434,1,0
6099606,1,0
6099672,0,1
6099815,0,1
6099993,1,1
6100224,0,1
6100621,0,1
6100632,1,0
6101171,0,1
6101608,1,0
6101609,1,0
6101638,0,1
6101775,1,0
6101948,3,0
6102190,0,1
6102201,1,0
6102903,0,1
6103015,1,1
6103024,0,1
6103153,0,1
6103330,0,1
6103484,0,1
6103724,1,1
6103967,0,1
6104189,0,1
6104531,0,1
6104853,1,0
6104856,0,1
6104930,0,1
6104987,0,1
6105304,0,1
6105618,0,1
6105623,0,1
6105767,2,0
6106057,0,1
6106095,0,1
6106183,0,1
6106221,0,1
6106468,1,1
6106562,0,1
6106597,0,1
6106797,1,0
6106919,1,0
6107368,1,1
6107602,1,1
6107703,0,1
6107725,1,0
6108156,0,1
6108230,1,0
6108235,0,1
6108295,1,1
6108577,0,1
6108767,1,2
6108945,1,0
6109169,0,1
6109388,1,0
6109803,1,0
6110105,1,1
6110143,1,1
6110307,0,1
6110470,0,1
6110525,2,1
6110662,4,1
6110745,1,1
6110816,0,1
6111380,0,1
6111622,1,1
6111738,2,0
6111880,1,0
6111966,1,1
6111970,0,1
6112016,0,1
6112039,3,0
6112197,1,1
6112384,1,0
6112481,0,1
6112751,0,1
6112859,0,1
6112900,2,0
6113000,0,1
6113239,1,0
6113365,0,1
6113546,0,1
6113649,1,1
6113967,0,1
6114049,4,1
6114349,0,1
6114351,1,1
6114410,4,0
6114419,0,1
6114886,1,0
6115276,2,0
6115286,0,1
6115514,1,0
6115596,0,1
6115661,0,1
6115682,1,0
6115725,0,1
6115889,0,1
6116021,0,1
6116055,2,0
6116234,0,1
6116287,0,1
6116444,3,0
6116891,0,1
6117708,1,1
6118016,0,1
6118019,3,0
6118145,3,1
6119115,0,1
6119280,2,0
6119284,0,1
6119358,2,0
6119380,1,0
6119432,1,1
6119833,0,1
6119952,0,1
6120216,1,0
6120307,1,0
6120460,0,1
6120879,0,1
6120940,1,0
6121045,0,1
6121098,0,1
6121453,2,1
6121736,1,1
6121798,1,0
6122115,2,0
6122174,2,0
6122294,1,0
6122432,0,1
6122553,1,1
6122700,1,0
6122858,0,1
6123249,0,1
6123492,0,1
6123722,1,0
6123944,0,1
6124040,5,1
6124081,0,1
6124096,0,1
6124319,0,1
6124908,0,1
6125000,0,1
6125089,1,0
6125160,0,1
6125197,1,0
6125271,0,1
6125341,1,0
6125450,1,1
6125798,1,0
6125886,1,0
6126040,0,1
6126216,0,1
6126433,1,1
6126502,1,1
6127305,1,0
6128401,0,1
6128683,0,1
6129099,4,0
6129296,0,1
6129494,1,1
6129501,1,0
6129738,1,0
6129891,0,1
6129967,0,1
6130491,1,1
6130691,0,1
6131423,0,1
6131516,1,0
6131525,0,1
6131636,1,1
6131718,0,1
6132125,3,0
6132220,2,0
6132708,0,1
6132846,0,1
6132864,0,1
6133281,0,1
6133338,1,0
6133343,0,1
6133577,3,1
6133626,1,0
6134030,1,0
6134357,0,1
6134470,1,0
6134713,0,1
6134894,0,1
6134898,0,1
6135173,1,0
6135379,0,1
6135432,0,1
6135462,0,1
6135653,1,1
6136031,0,1
6136101,1,1
6136264,0,1
6136374,0,1
6136568,0,1
6137114,1,1
6137272,0,1
6137806,1,0
6137896,0,1
6137907,1,1
6137908,0,1
6138017,1,0
6138068,1,1
6138222,0,1
6138455,1,0
6139079,1,1
6139333,1,0
6139351,0,1
6139724,0,1
6139779,0,1
6139917,3,0
6139988,1,0
6140201,3,0
6140290,1,0
6140457,1,0
6140556,0,1
6141254,2,0
6141432,0,1
6142369,1,0
6142438,0,1
6142585,1,1
6142623,1,1
6142678,1,0
6143174,0,1
6143337,1,1
6143388,1,1
6143642,2,0
6143776,1,0
6143809,0,1
6144296,0,1
6144736,1,0
6144921,0,1
6144971,1,0
6145051,2,1
6146263,0,1
6146380,0,1
6146683,0,1
6146877,2,1
6147069,0,1
6147140,0,1
6147241,0,1
6147265,0,1
6147316,0,1
6147411,0,1
6148124,1,0
6148272,1,1
6148387,0,1
6148714,1,0
6148802,1,0
6149311,0,1
6149427,1,0
6149469,1,0
6149601,0,1
6149800,0,1
6150009,0,1
6150339,0,1
6150349,0,1
6150427,0,1
6150554,1,0
6150665,0,1
6152291,0,1
6152374,2,0
6152660,1,0
6152862,5,1
6153024,1,0
6153026,1,0
6153080,0,1
6153237,0,1
6153364,0,1
6153402,0,1
6153464,1,1
6153555,1,0
6154241,0,1
6154532,0,1
6155209,0,1
6155261,1,0
6155735,2,0
6155912,1,0
6155943,0,1
6155976,0,1
6156120,2,0
6156275,0,1
6156362,0,1
6156369,1,0
6156458,0,1
6156784,1,0
6156794,1,0
6156904,0,1
6157535,2,0
6157552,2,1
6157587,0,1
6157625,0,1
6158474,1,0
6158588,0,1
6158593,0,1
6158679,1,0
6158690,0,1
6158691,6,0
6158722,0,1
6158814,0,1
6159014,3,1
6159261,1,0
6159612,1,1
6159830,1,0
6159840,0,1
6160544,1,0
6160592,1,0
6160780,0,1
6160798,1,0
6161224,0,1
6161613,0,1
6162060,0,1
6162206,0,1
6162431,1,0
6162499,2,0
6162550,0,1
6162710,2,0
6162817,0,1
6163115,1,0
6163403,0,1
6163509,0,1
6163617,1,0
6163623,1,0
6163882,0,1
6163995,0,1
6164188,0,1
6164570,3,1
6165681,0,1
6165913,1,0
6165948,0,1
6166024,0,1
6166145,1,0
6166197,0,1
6166472,0,1
6166822,3,0
6166970,1,1
6167355,1,0
6167399,0,1
6167637,1,0
6167643,2,0
6167675,1,0
6167749,1,0
6167777,0,1
6167838,0,1
6167873,0,1
6167895,0,1
6168374,0,1
6168433,0,1
6168523,2,0
6168816,1,1
6169187,1,1
6169715,1,0
6169793,1,0
6170009,2,1
6170084,1,1
6170160,1,1
6170194,0,1
6170447,0,1
6170523,1,1
6170935,1,1
6171366,1,0
6171731,0,1
6171995,1,0
6172188,1,1
6172425,0,1
6172620,1,0
6172702,1,0
6173510,1,0
6173581,1,0
6173632,0,1
6174037,0,1
6174342,0,1
6174372,0,1
6174475,3,1
6175278,1,1
6175380,1,0
6175402,1,0
6175496,0,1
6176305,0,1
6176618,1,0
6176788,1,1
6176837,2,0
6177093,1,0
6177293,1,0
6177495,1,0
6177735,1,0
6177885,0,1
6178111,0,1
6178539,0,1
6178546,1,1
6178711,0,1
6178903,2,1
6179063,1,1
6179435,0,1
6179707,0,1
6179951,2,0
6180069,1,0
6180072,0,1
6180120,0,1
6180399,1,0
6180572,0,1
6180642,0,1
6180865,1,1
6180998,2,0
6181079,0,1
6181154,1,0
6181347,2,0
6181436,1,0
6181981,2,0
6182278,1,1
6182434,1,0
6182487,1,0
6182535,0,1
6182851,0,1
6182876,1,0
6183002,0,1
6183060,1,0
6184725,2,1
6184997,1,0
6185706,1,1
6185856,1,1
6186453,0,1
6186943,0,1
6186955,1,0
6186980,0,1
6187479,0,1
6187548,1,0
6187815,0,1
6187864,3,0
6188191,0,1
6188679,1,0
6188887,0,1
6188893,1,0
6188944,2,1
6189027,0,1
6189050,1,1
6189129,3,1
6189198,0,1
6189211,1,0
6189438,2,1
6189850,0,1
6189931,1,0
6190008,1,0
6190224,1,0
6190453,0,1
6190460,3,0
6190541,0,1
6190629,0,1
6190851,1,1
6191112,1,1
6191203,1,0
6191242,3,1
6191302,2,0
6191565,1,0
6192101,1,0
6192398,0,1
6192734,1,1
6192754,0,1
6192766,0,1
6192776,0,1
6192860,2,0
6193239,1,1
6193335,1,0
6193539,0,1
6193571,0,1
6193750,1,0
6194121,0,1
6194289,0,1
6194477,2,1
6194562,1,0
6194852,1,0
6195074,0,1
6195250,0,1
6195253,1,0
6195381,1,1
6195423,1,0
6195482,0,1
6195590,2,0
6195723,1,1
6195730,0,1
6195846,0,1
6196184,1,0
6196471,0,1
6196555,0,1
6196705,0,1
6196918,0,1
6197016,0,1
6197062,1,0
6197156,2,0
6197214,1,0
6197220,3,0
6197527,1,0
6197648,0,1
6197898,0,1
6197961,0,1
6198022,3,0
6198040,0,1
6198147,0,1
6198270,0,1
6198294,1,1
6199133,0,1
6199141,0,1
6199232,0,1
6199279,2,0
6199317,0,1
6199461,0,1
6199526,1,1
6199584,2,1
6199591,1,0
6199623,1,0
6199688,0,1
6199776,2,0
6199818,0,1
6199931,1,0
6199973,0,1
6200126,0,1
6200721,0,1
6200853,1,0
6201149,0,1
6201404,1,1
6201791,0,1
6201944,1,0
6202008,1,0
6202302,0,1
6202486,0,1
6202655,1,0
6202761,0,1
6202775,0,1
6203105,0,1
6204171,0,1
6205335,0,1
6205458,2,0
6205531,1,1
6206033,0,1
6206135,1,0
6206396,1,1
6206436,2,1
6206471,0,1
6206573,1,0
6206578,1,1
6206582,0,1
6206958,1,0
6206976,0,1
6207023,1,0
6207194,0,1
6207205,1,0
6207911,0,1
6207986,1,1
6208259,1,0
6208399,0,1
6208685,0,1
6208954,0,1
6208963,0,1
6208983,1,0
6209041,1,0
6209195,1,0
6209257,1,0
6209448,1,1
6209729,1,1
6209824,0,1
6210162,1,0
6210251,1,0
6210325,0,1
6210443,0,1
6210506,1,0
6210539,0,1
6210900,0,1
6211097,1,0
6211179,0,1
6211184,0,1
6211734,2,0
6211800,1,0
6211960,1,0
6212159,1,1
6212252,0,1
6212370,2,1
6212395,3,0
6212871,0,1
6213026,1,0
6213098,0,1
6213118,0,1
6213231,1,0
6213312,0,1
6213441,0,1
6213562,0,1
6213568,1,0
6213804,3,0
6213824,1,0
6213911,1,0
6214215,1,0
6214973,0,1
6215200,0,1
6215467,1,0
6215911,1,0
6216065,2,0
6216106,0,1
6216134,0,1
6216233,1,0
6217043,1,0
6217227,1,0
6217257,0,1
6217298,0,1
6217377,0,1
6217407,1,1
6217535,0,1
6218062,0,1
6218205,1,0
6218285,0,1
6218310,1,0
6218392,0,1
6218530,0,1
6218559,0,1
6218926,1,1
6219019,0,1
6219066,1,0
6219097,0,1
6219217,0,1
6219218,0,1
6219485,0,1
6219578,0,1
6219579,0,1
6219655,0,1
6219677,2,1
6219717,1,1
6220312,1,1
6220778,0,1
6220779,0,1
6221372,1,0
6221871,1,0
6221891,1,0
6222460,0,1
6222741,0,1
6223007,0,1
6223563,0,1
6223874,0,1
6224270,1,0
6224299,0,1
6224380,1,1
6224431,1,0
6224458,1,0
6224776,0,1
6224817,0,1
6225696,0,1
6225921,1,0
6225944,1,0
6225988,1,1
6225990,0,1
6226106,1,0
6226205,0,1
6226635,0,1
6227290,0,1
6227535,3,0
6227816,0,1
6228082,1,0
6228133,2,0
6228157,2,1
6228162,1,0
6228960,0,1
6228965,0,1
6228987,1,1
6229124,0,1
6229299,3,0
6229378,1,1
6229511,0,1
6229611,1,0
6229916,0,1
6229922,0,1
6229944,0,1
6229978,2,0
6230140,0,1
6230352,0,1
6230467,0,1
6230585,1,1
6230768,1,0
6231124,0,1
6231137,0,1
6231368,0,1
6231369,1,1
6231726,0,1
6232040,1,0
6232074,1,1
6232107,0,1
6232243,0,1
6232474,2,0
6232755,0,1
6232942,0,1
6233008,0,1
6233051,0,1
6233209,0,1
6233261,1,1
6233433,0,1
6233518,0,1
6233602,0,1
6234162,1,0
6234276,0,1
6234376,0,1
6234952,1,1
6235214,0,1
6235268,0,1
6235400,1,0
6235867,0,1
6236140,1,0
6236247,0,1
6236471,1,0
6237192,1,0
6237440,1,0
6237495,1,0
6238036,1,0
6238365,0,1
6238381,0,1
6238531,2,1
6238744,1,0
6238820,0,1
6238821,4,0
6238948,0,1
6239306,2,1
6239881,1,0
6239885,0,1
6240210,0,1
6240775,0,1
6240949,0,1
6241129,1,0
6241144,2,0
6241245,0,1
6241542,0,1
6241556,0,1
6241575,4,1
6242298,1,1
6242960,1,0
6242999,1,0
6243085,0,1
6243230,0,1
6243234,2,1
6243260,1,1
6243294,0,1
6243375,0,1
6243563,0,1
6243872,0,1
6244054,0,1
6244101,1,0
6244133,3,1
6244184,2,1
6244225,0,1
6244402,1,0
6244483,1,0
6244536,2,0
6244625,0,1
6244684,1,0
6244778,1,0
6244963,0,1
6244970,0,1
6245090,1,0
6245201,0,1
6245519,0,1
6246005,1,0
6246012,1,0
6246059,2,0
6246252,2,0
6246369,0,1
6246821,1,0
6247193,0,1
6247321,1,0
6247455,1,0
6247638,1,0
6247953,0,1
6247972,1,0
6247985,1,0
6248019,1,0
6248189,4,1
6248651,0,1
6248719,0,1
6248859,4,0
6249518,3,1
6249577,0,1
6249597,0,1
6250055,0,1
6250207,1,1
6250513,1,0
6250726,1,1
6251197,1,0
6251214,1,1
6251216,1,1
6251290,0,1
6251313,0,1
6251498,2,1
6251557,0,1
6252053,0,1
6252175,0,1
6252219,2,1
6252538,0,1
6252754,1,0
6252758,0,1
6253013,3,0
6253041,1,0
6253108,1,1
6253352,2,0
6253381,0,1
6253513,1,0
6253564,0,1
6253622,1,0
6253626,0,1
6253802,1,1
6253845,0,1
6254134,1,1
6254145,1,1
6254175,0,1
6254609,0,1
6254691,0,1
6254968,1,0
6255097,0,1
6255182,1,0
6255304,0,1
6255392,1,0
6255489,0,1
6255512,2,0
6255524,0,1
6255565,5,0
6255668,2,0
6255675,2,0
6255724,1,0
6256172,0,1
6256190,1,0
6256285,0,1
6256711,1,1
6257035,1,0
6257564,0,1
6257603,0,1
6257728,0,1
6257765,2,0
6257992,3,0
6258296,0,1
6258754,1,0
6259148,1,1
6259324,1,0
6259405,0,1
6259522,0,1
6259660,0,1
6259757,1,0
6259825,0,1
6260281,0,1
6260403,0,1
6260467,0,1
6260538,3,0
6261268,1,1
6261427,0,1
6261592,0,1
6261966,1,1
6262383,0,1
6263111,1,1
6263283,0,1
6263611,1,1
6263784,1,1
6263801,0,1
6263924,1,0
6263948,1,0
6264028,1,0
6264313,0,1
6264464,1,0
6264472,2,1
6264901,0,1
6265100,0,1
6265388,0,1
6265481,0,1
6265510,1,1
6265566,2,0
6266472,1,0
6266738,2,1
6267076,0,1
6267268,0,1
6267322,1,1
6267683,1,0
6267962,0,1
6268446,0,1
6268778,1,1
6269030,0,1
6269249,0,1
6269285,0,1
6269744,1,0
6269757,0,1
6270000,1,0
6270117,0,1
6270234,1,0
6270450,1,0
6270802,0,1
6270947,1,1
6271257,0,1
6271373,0,1
6271685,1,0
6271957,2,0
6272438,0,1
6272543,0,1
6272729,1,0
6272746,1,0
6273012,0,1
6273143,1,0
6273424,2,0
6273640,0,1
6273703,0,1
6273786,1,0
6274079,0,1
6274201,1,0
6274544,1,0
6274735,0,1
6275218,0,1
6275436,1,0
6275502,0,1
6275547,1,0
6275704,2,1
6275855,1,0
6276190,1,0
6276310,1,0
6277287,2,0
6277814,2,1
6277863,0,1
6278306,2,0
6278458,0,1
6278883,1,0
6278960,1,0
6279164,0,1
6279208,0,1
6279335,2,1
6279427,0,1
6279584,0,1
6279664,1,0
6279719,0,1
6279810,1,1
6279812,0,1
6279829,1,1
6279904,1,0
6279949,0,1
6280103,1,1
6280351,1,0
6280462,0,1
6280500,0,1
6280776,0,1
6280963,1,0
6281488,0,1
6281570,0,1
6281865,0,1
6282405,2,0
6282645,1,1
6282795,0,1
6283100,1,0
6283243,0,1
6283290,0,1
6283366,0,1
6283380,2,0
6283437,0,1
6283606,0,1
6283739,1,0
6283993,0,1
6284050,1,0
6284055,2,1
6284498,0,1
6284634,0,1
6284746,1,0
6284860,0,1
6285002,0,1
6285197,0,1
6285761,1,0
6285819,0,1
6285921,1,0
6286086,1,0
6286096,0,1
6286291,1,0
6286405,0,1
6286537,0,1
6286549,0,1
6286632,0,1
6286646,2,1
6287252,0,1
6287401,0,1
6287855,0,1
6288259,1,1
6288323,1,1
6288928,1,0
6289253,1,0
6289640,0,1
6290002,1,1
6290033,1,0
6290066,0,1
6290102,1,0
6290188,1,1
6290419,0,1
6290686,1,0
6290836,0,1
6291061,0,1
6291263,0,1
6291267,1,1
6291449,0,1
6291464,0,1
6291626,1,0
6291861,0,1
6292241,0,1
6292379,0,1
6292422,0,1
6292771,1,0
6292773,1,0
6292865,1,0
6292908,2,0
6292909,1,0
6293390,0,1
6293429,1,0
6293541,1,0
6293657,0,1
6294034,1,0
6294261,0,1
6294499,1,0
6294674,0,1
6295124,1,0
6295175,0,1
6295495,0,1
6295681,0,1
6295796,1,0
6295882,1,0
6296092,0,1
6296101,1,0
6296222,1,1
6296447,4,0
6296471,0,1
6296897,3,0
6297093,0,1
6297183,0,1
6297367,0,1
6297472,1,0
6298044,2,1
6298173,1,0
6298404,0,1
6298412,1,0
6298697,1,0
6299017,2,1
6299026,0,1
6299605,1,1
6299914,1,0
6300223,1,1
6300261,0,1
6300438,0,1
6300543,0,1
6300654,0,1
6301669,0,1
6301913,0,1
6302349,1,1
6302366,1,0
6303172,2,0
6303538,1,0
6303727,2,0
6303786,0,1
6303834,4,0
6303898,0,1
6304184,2,0
6304200,1,0
6304261,0,1
6304582,0,1
6305110,1,0
6305131,0,1
6305157,0,1
6305171,0,1
6305342,0,1
6305480,1,0
6305628,4,0
6305830,10,1
6305905,6,0
6305941,0,1
6306006,0,1
6306129,0,1
6306150,1,0
6306354,2,0
6306692,1,0
6306786,1,0
6307079,2,0
6307446,1,1
6307628,0,1
6308456,0,1
6308576,0,1
6308615,1,0
6308747,1,0
6308806,1,1
6308970,0,1
6309001,0,1
6309176,2,0
6309469,0,1
6309838,2,0
6309891,0,1
6310137,1,1
6310288,0,1
6310652,2,0
6310687,1,0
6311181,0,1
6311580,0,1
6311761,0,1
6311942,0,1
6312687,1,0
6312740,1,0
6312898,0,1
6312909,0,1
6312949,0,1
6313049,1,1
6313081,1,1
6313228,0,1
6313310,0,1
6313562,0,1
6313605,6,0
6313693,0,1
6313827,0,1
6313877,1,0
6314328,0,1
6314742,3,0
6314966,0,1
6315188,0,1
6315358,1,0
6315858,1,0
6316179,0,1
6316253,0,1
6316298,2,0
6316427,1,1
6316702,2,1
6316734,0,1
6316795,1,0
6316820,1,0
6316983,0,1
6316996,1,1
6317042,1,0
6317054,1,1
6317207,0,1
6317256,0,1
6317332,0,1
6317673,1,0
6317729,1,0
6317776,1,0
6318002,0,1
6318309,1,0
6318532,0,1
6318705,0,1
6318967,1,1
6319213,0,1
6319245,0,1
6319675,0,1
6319777,1,1
6319952,1,0
6320252,0,1
6320688,0,1
6320900,1,1
6320969,0,1
6321074,1,0
6321387,2,0
6321743,1,0
6321845,0,1
6322195,2,0
6322292,0,1
6322494,1,0
6322646,3,1
6322872,0,1
6322965,0,1
6323047,0,1
6323060,0,1
6323413,1,0
6324016,0,1
6324067,1,1
6324492,1,0
6324646,1,0
6324966,1,0
6325520,1,0
6325529,2,1
6325731,0,1
6325742,0,1
6326243,1,0
6326298,0,1
6326668,0,1
6327008,0,1
6327246,1,0
6327365,0,1
6327393,0,1
6327460,0,1
6327787,0,1
6328200,0,1
6328234,0,1
6328237,0,1
6328295,1,1
6328652,1,0
6328917,0,1
6328967,0,1
6329216,1,0
6329415,1,0
6329564,0,1
6329839,0,1
6330052,0,1
6330362,1,0
6330488,1,0
6330539,2,0
6330735,1,0
6330960,0,1
6331089,0,1
6331387,0,1
6331553,0,1
6331614,0,1
6331923,0,1
6332012,1,1
6332171,1,0
6332248,0,1
6332250,0,1
6332820,0,1
6333363,2,0
6333418,1,0
6333665,0,1
6334070,1,1
6334082,0,1
6334360,0,1
6334445,0,1
6334676,0,1
6334724,1,0
6334745,0,1
6335136,2,0
6335357,0,1
6335396,0,1
6335544,1,0
6335787,0,1
6335806,0,1
6336701,0,1
6336914,0,1
6337229,0,1
6337595,1,1
6337816,2,1
6338026,1,1
6338480,1,0
6338487,0,1
6338549,1,0
6338574,1,0
6338896,1,0
6338935,0,1
6339028,1,0
6340165,2,0
6340179,3,0
6340232,1,1
6340340,0,1
6340382,1,0
6340523,0,1
6340549,0,1
6340635,0,1
6341014,0,1
6341223,4,0
6341488,0,1
6341510,1,0
6341730,1,0
6341770,1,0
6342042,0,1
6342356,1,0
6342391,1,1
6342468,1,0
6342884,2,0
6343258,1,0
6343369,0,1
6343570,0,1
6343599,2,0
6343693,0,1
6344380,1,0
6344385,0,1
6344453,1,0
6344478,0,1
6344617,1,0
6345064,0,1
6345263,1,0
6345665,0,1
6345753,1,1
6345861,0,1
6346107,1,0
6346401,3,0
6346474,1,1
6346538,1,1
6346565,0,1
6346672,1,0
6346829,1,0
6346847,0,1
6347071,1,0
6347295,0,1
6347403,0,1
6347479,1,0
6347553,1,0
6347873,1,0
6347963,0,1
6347970,0,1
6347993,0,1
6348223,1,0
6348683,0,1
6348754,0,1
6348769,0,1
6348972,0,1
6348982,1,1
6349231,0,1
6349753,1,1
6349899,0,1
6350662,1,0
6350771,0,1
6350803,1,0
6350886,0,1
6351080,2,1
6351281,0,1
6351585,1,0
6351594,0,1
6351623,0,1
6351670,1,0
6351678,1,1
6351681,1,1
6351716,0,1
6352134,1,0
6352249,0,1
6352379,0,1
6352453,0,1
6352478,0,1
6352581,1,0
6352915,0,1
6352921,2,0
6353212,0,1
6353311,0,1
6353548,5,1
6353848,0,1
6353872,1,0
6354136,0,1
