client_id,visit_id,variation,minutes_spent
7677234,866208413_51559279232_454743,test,3
2269733,534919844_24574627031_979747,control,3
4283025,294642808_84590232471_789260,test,3
2391912,168579622_86680425239_845439,control,3
1322669,319813186_72279614117_234643,control,3
1589492,520768617_7674248580_854054,test,3
5949865,278628886_31584516135_465612,test,3
1520551,900811189_95532297851_310937,test,3
8368220,774738411_63288219618_720367,test,3
936505,879777352_2552283560_87028,test,3
7065355,601397736_81394662308_773286,test,3
8900157,161699823_58289325930_850559,test,3
4632690,809450_50586974770_882253,control,3
7541117,730324892_42708838111_264645,test,3
2251990,945438210_14186639260_373019,test,3
5585512,15339934_18086403016_950131,control,3
2536110,114885457_41447361034_760968,control,3
3759260,408001993_48395070925_593538,test,3
9268104,901752274_3287703145_577968,test,3
5544875,490770050_89837118428_252793,test,3
2897971,541407517_90613243601_699498,test,3
225928,268812966_46288722553_305135,control,3
4263114,276965433_93899434500_860127,control,3
9233981,625168923_2198589807_786320,test,3
7440442,281291003_39887524117_920640,control,3
5002148,716340506_80216370608_943533,control,3
2943867,149288306_66999012225_835158,test,3
6126040,775654247_92252404385_793640,control,3
3684095,980958113_3761283909_734269,test,3
7276218,957630252_32947933935_128733,control,3
3834428,166560828_94902344473_225833,control,3
3800274,565179261_91183778706_239092,control,3
2359936,236766287_10400303411_722903,test,3
8537217,126066063_48089592003_955951,control,3
8904677,358030890_67557125700_128831,test,3
4179430,310330593_55820292417_613121,test,3
6639362,811266591_15298939696_738902,test,3
9862840,784966468_85802499149_197294,test,3
1709388,378878244_52788717083_765421,control,3
9888495,459926487_96283653620_174858,control,3
6232107,111776291_60361017407_144894,test,3
9862840,730459129_36989279011_316411,test,3
3745695,793822386_31769561761_139672,control,3
1859520,16256291_87788491776_169004,test,3
2844839,724615730_87679146448_877886,test,3
9862840,714095629_64204538935_979856,test,3
6112039,583699756_69721944260_923603,test,3
9931722,766640348_69747837104_134317,test,3
7638291,31836046_20853191506_182878,test,3
3394851,137207125_38420969993_390373,test,3
3170122,123377448_92285736321_752872,test,3
2786535,275738682_86948035110_482422,test,3
6668893,689574571_65314436943_436259,test,3
7134820,702302286_80245858922_993375,test,3
2496814,171497144_38485286302_786737,control,3
9922830,388626196_42653760175_888715,test,3
4955203,712263565_49866180515_27878,control,3
6273012,341486377_73121138872_273042,test,3
700142,958835035_31314685890_404380,control,3
4592177,342546314_25011397274_614140,control,3
1558940,389995864_63198582452_672156,control,3
3206419,974236370_95679537422_472055,control,3
4584142,973182472_96187320594_980761,control,3
4584142,774567149_29253170184_108258,control,3
4819619,722687068_75417193410_27042,control,3
2561749,305276494_14746977659_816454,test,3
4025125,188142363_94884837487_967371,control,3
9725005,405836716_65480862746_813610,control,3
5728657,584336861_53175116004_396339,control,3
800827,578846772_44042032138_963096,control,3
1809309,34408578_76903272135_477813,test,3
8865026,177970581_30238326805_643223,control,3
6139988,60731692_80753191137_830773,control,3
4941096,299787634_57140627418_674869,test,3
4016670,492316642_55792801363_295793,control,3
3184980,47361941_35291777888_635574,control,3
9957263,66221672_68849658722_796393,test,3
3016282,734607435_183360871_284667,test,3
3376026,277537197_81184089842_103093,test,3
6220312,405604099_73839668651_840168,control,3
7508773,636254709_62633750192_92307,test,3
8998082,563904469_30654012392_830729,control,3
3800272,867956850_86268772073_494350,test,3
5794010,550130498_78836335350_405348,control,3
7338206,693743428_61839301242_904734,control,3
9103258,682312979_60728389298_887649,test,3
4087696,920905559_82729470383_957803,test,3
5623304,58281527_66412800527_530449,control,3
5776681,226821462_53069806492_583736,test,3
893202,732947208_49960111578_391917,test,3
7148604,723413240_29704012033_798754,control,3
4453835,410149019_73241248829_691165,test,3
246901,375618292_13385191139_916375,test,3
8513116,315437704_29714433719_830672,control,3
6666495,805312647_58120112371_367424,test,3
2778172,742495666_93970953402_433508,test,3
2695578,382089536_89789026754_909009,test,3
9192936,627026673_43582334224_181466,test,3
3999026,113770984_34107565824_613015,test,3
1097747,981539250_55449116907_398654,test,3
2549698,893690299_88700119052_842715,control,3
8860072,605141534_90417794770_258013,control,3
1012168,757185928_57000829173_841746,test,3
1658340,357889830_85136440749_463136,control,3
5782085,768360638_90513172491_870607,test,3
2169613,323546187_64082500906_958505,control,3
6491644,58011422_23631611079_621393,control,3
8663315,84235196_21944008176_724419,control,3
1647983,536762620_14036946900_891946,control,3
724809,885338145_94153201095_708674,control,3
2145346,274301865_9071453177_660605,control,3
928205,537363469_57867509496_849362,test,3
2301536,100524954_75571477869_827571,test,3
6745422,390584123_18415431014_851855,control,3
8382884,401438100_80487154987_868938,control,3
7665903,354405085_15916388998_236883,test,3
5395585,786514185_71681416302_12337,control,3
5188803,414463679_32555930805_303816,test,3
5477208,763152553_24330817419_983592,control,3
2332122,83135794_84145151599_198929,control,3
1860357,379560715_99992197937_962089,test,3
7616759,937993340_62276651664_990789,control,3
1742730,910389942_10232505614_274225,test,3
3635736,173905353_73635259616_795037,test,3
1779692,445753166_73200000776_400009,test,3
13735,906462602_58904346369_302554,test,3
7632853,358332976_29997244592_663778,control,3
33472,494412699_38179227214_29457,test,3
7045696,743077906_29789579174_443439,control,3
2462140,4221686_88475458876_617710,control,3
9982970,754640259_66721928268_550108,control,3
7592127,998419178_62221120964_132646,control,3
7184566,443073384_81363921802_237455,test,3
6064043,392266526_45733649428_954822,test,3
3785692,536972253_36156849954_873119,test,3
2309367,379327458_83934523990_426407,test,3
8671563,406390451_27975923308_35728,test,3
7034676,225467657_93049113633_519258,test,3
5822562,698552121_37667679068_151153,test,3
2480762,130540044_2582057259_253248,test,3
7913074,458429447_30989285517_43356,control,3
7843988,93498427_9143851531_600133,test,3
4201118,678964657_7362584315_934524,control,3
326039,222962383_90973676092_223399,control,3
5288196,160719127_98752020184_100331,control,3
5538179,558679138_41695509914_664113,test,3
6421571,484982805_70134143432_706160,test,3
3853565,243371614_53825241501_381092,control,3
2593516,138570559_84686159076_76747,control,3
7890472,91519305_61998578617_826248,test,3
1277444,147198109_61200510364_509417,test,3
8704638,4540357_73272402202_335386,test,3
239685,434020047_31688916379_692679,control,3
6236247,94239698_98372823872_971741,test,3
80479,82705097_24491272854_589816,test,3
2939579,297265755_56911736731_299962,control,3
6413276,779784340_20435744332_736697,test,3
1501011,389297122_6550281153_851633,test,3
9462600,679625973_15855555443_202402,test,3
4540897,102870081_77463689264_654344,test,3
1810988,910692726_75636887389_523222,test,3
9622642,490848592_24331436830_240991,test,3
848570,582943652_80039529945_826706,control,3
3022679,990641724_98866420594_775446,test,3
5407531,633398280_84184000737_478763,control,3
9404688,219363893_5303123668_298871,control,3
8729882,669582939_45088429541_187697,control,3
6745785,71377598_85314855511_188774,test,3
351038,414802900_9043082820_261968,test,3
109465,99594047_67851338843_22807,control,3
9238418,366319952_27082146057_376023,control,3
3384638,385367292_89888483664_17915,control,3
9169891,852638359_62393177616_371169,test,3
5684766,517954556_1970386859_547395,control,3
8868868,233207720_70304847390_315436,test,3
8700093,771160507_23435548281_133465,test,3
5753974,108619459_23424029815_711943,control,3
8420487,781901618_56271675673_200214,control,3
3390482,450537752_31861886787_637678,test,3
7387490,897951865_16579465492_937481,test,3
7464456,870209603_49713654815_462462,test,3
5529630,217699270_38108867053_160551,control,3
2162184,427741161_58647730594_775623,control,3
1264091,185311349_39490295040_937823,test,3
1118542,629408087_75603148311_647332,control,3
6004340,923553737_77194873179_71841,test,3
614896,62556390_75231356984_671897,control,3
6538963,282087929_32367906269_234578,control,3
7652151,690913593_18966774361_636486,test,3
8969191,39675946_97360182309_724218,test,3
5400643,845518515_48021475056_369603,control,3
3854733,982234505_6518057848_816651,test,3
5880181,462724866_69924377274_243407,control,3
8388282,736427654_3650414907_992834,test,3
1445998,249622377_76535493616_83246,test,3
6478662,686019625_39851697523_125594,test,3
6633180,340894197_98076158700_245596,test,3
3739799,830438172_93092187252_743378,test,3
2596526,674211936_81925458330_14325,test,3
3789788,777177275_52424609301_490775,control,3
8573578,123937009_44568711020_185158,control,3
5206243,271162918_10433641180_354617,test,3
1037427,959792898_19922200279_380819,test,3
2603992,623241485_70743300117_800280,control,3
4098282,496160614_55194312150_632423,control,3
5600260,61290652_20937323036_233302,test,3
8704516,980884095_14839418885_338738,control,3
720749,594427701_341946875_585832,test,3
9013895,775350760_35636902922_556009,control,3
7404872,297195436_77591275643_419724,control,3
3414773,931578884_48562149052_344783,control,3
7946204,7184630_41367364992_95546,test,3
663873,832223162_36937547791_451806,test,3
8609253,695045301_52547665791_33226,test,3
1523864,12043540_10300629133_340757,test,3
2553741,519029509_99377089796_547543,test,3
663873,100559681_42553631610_873319,test,3
9679402,505683925_13832960382_273547,test,3
3435578,394957463_71959624281_84290,test,3
6909480,315946717_88790548061_106111,control,3
8994429,620659517_87865157646_114505,test,3
1200154,510884328_88371931286_907478,control,3
3932745,947060420_19866619867_482047,control,3
6069272,194069505_48678250353_217652,control,3
7292471,329655264_98143125076_358767,control,3
933462,680072141_70603429217_582228,test,3
4333686,453852758_13057151388_427195,control,3
9791771,468724302_51224813831_270720,control,3
4228858,667810113_59410343468_584531,control,3
3044726,983700118_86240728608_533590,control,3
8611255,619532596_57784225433_29500,control,3
5870802,902133540_69731023118_756610,test,3
7614490,322117523_57275873153_876087,control,3
7933071,594106164_66519589596_817579,test,3
7612839,321946477_26868258438_536052,test,3
7696026,614671519_61631113420_152436,test,3
6288259,759070215_46487651684_322408,test,3
1726629,85142178_71345198783_337916,control,3
2402214,126614506_16693849541_897411,test,3
9323460,951686071_78006108337_344162,test,3
6024800,29560109_51729296942_688292,test,3
2432412,92091471_2740959660_608148,test,3
842059,117394195_67508633483_922967,test,3
7810991,939096822_89606635392_637348,test,3
4308718,51062053_75286979762_161,control,3
3559621,952973431_92598014455_400450,test,3
9807872,367991960_56694042803_838442,test,3
4100642,126147774_24650406937_977384,test,3
9401593,137797764_47087594620_952323,control,3
5906270,521033122_56554732065_422608,test,3
5950896,318704049_47586202957_601068,test,3
5337753,799771442_24962282098_397769,test,3
5950896,719184049_96707851695_12902,test,3
6818936,844492091_30608545296_675,test,3
8273714,180814083_32024433523_430876,test,3
2241215,172773162_98731609617_174831,test,3
6243563,137376682_40417355903_187822,test,3
4771091,464222115_7336158876_946031,control,3
32197,993583906_25807203277_860781,control,3
3175813,902727798_47100575804_622415,test,3
5605478,74897793_93242010676_777623,control,3
1524492,653747481_72311337397_573843,test,3
7154165,636653235_26429231931_198133,test,3
2269974,668276263_78636107995_280158,test,3
5065361,995592608_81559253934_198041,test,3
250165,239445673_9573315605_480491,control,3
5448791,387338450_74665845936_366465,control,3
9192456,937574680_78221340359_572067,test,3
1399753,10757566_74040962696_428304,test,3
2180904,582026258_2525751710_38931,control,3
9795752,171357777_52067894793_499430,test,3
2143246,958665369_69712716949_81105,control,3
1965358,891235937_62595226116_322701,test,3
399694,414017421_55007774347_599592,test,3
2600705,867190984_74039110970_531730,control,3
4799601,460667075_23504913305_605464,test,3
6093589,836118412_78047282729_222955,control,3
179027,684594397_67184627591_565936,control,3
9658190,198752226_54188718679_572973,test,3
6673664,588427092_9961127829_105613,test,3
67452,680939895_22837666376_53098,test,3
8625508,333738286_61832769770_263076,control,3
1529647,227589977_34728602122_557774,test,3
8490525,439261333_55470902509_560754,control,3
2523816,353076887_94554920442_632537,test,3
6366339,510907677_90587139684_127381,test,3
4332234,219230507_82119630336_491150,control,3
7278489,495426431_96205652971_614842,control,3
4945180,151446236_37758807737_719547,test,3
784880,251274909_31125207796_929593,control,3
5389836,972795073_29663755038_759085,test,3
6586093,594579307_88701468661_199102,test,3
3948817,89044760_51438119670_516634,test,3
3564021,248217961_87769542339_774573,test,3
1942322,581428106_40790241074_339889,test,3
3741118,8303061_83880705272_81012,test,3
2734119,461479671_84898040461_553714,test,3
2250111,669346354_35664116311_619585,control,3
6632849,228059229_80540894674_685184,control,3
8917050,424794613_14262507214_474675,test,3
2002497,801777186_20690583912_979907,control,3
4043427,517553106_18283705224_173378,control,3
9083775,785444271_70673331930_743235,test,3
5475466,777022046_6052214527_6060,control,3
4535645,532096745_48322333945_323465,control,3
2240779,339025434_83130722798_802089,test,3
7974036,931999151_5480996115_490330,test,3
8576669,948855815_624719788_570548,control,3
195655,200418403_92850396628_344731,test,3
5748928,737591745_71003359086_884857,test,3
3401414,118212621_92142099139_650675,test,3
5834717,946373938_92486721598_218432,test,3
8976108,74084414_85393577204_586620,test,3
1239722,463746952_30789855445_755647,control,3
197374,541265340_94686208335_791527,test,3
6000156,322996494_73319609890_57542,control,3
1949391,312117643_41808745284_41128,test,3
6047255,688975082_2330114275_424047,control,3
8829649,485172244_29781615342_791916,control,3
1664346,79474779_94087987235_893255,test,3
2191853,852192523_53524876116_979886,test,3
6516253,163074818_89338384847_658204,control,3
9118111,13309791_78401259680_439650,control,3
3701316,935740555_91419741251_473544,control,3
861316,129361742_4189943150_672260,test,3
6037374,476423212_55288218774_121882,test,3
5662516,558888709_16814107296_948103,test,3
9438773,935261741_7007780599_450651,test,3
9103512,937994866_81673497439_775394,control,3
6949770,889276964_46418990986_993156,control,3
3879152,32715354_16419314798_24363,test,3
3875578,141589824_49197857835_283295,test,3
3062036,375081850_41530972027_691292,test,3
9086639,691644320_7699835678_755519,test,3
6600012,285509294_30319893121_175777,test,3
9506863,944680181_36549493098_589113,test,3
6433377,735497354_92950464950_623047,control,3
9902427,42193313_25344458347_890188,test,3
1087634,677653037_41547228990_236626,test,3
201394,860279771_27197535973_987370,test,3
191749,434403359_66848153549_491146,control,3
7656799,575236017_78435279356_148407,control,3
1563878,611580581_93099767304_112356,test,3
5788539,342228131_55279244686_239637,control,3
3145003,14448847_74914525258_719242,control,3
7598836,483664267_82600202849_480645,control,3
815790,374035010_79284706022_333822,test,3
3181054,172529707_83413438622_955571,test,3
4081355,855528153_28352150135_383483,test,3
5440001,658705014_63395097500_875907,test,3
5749834,780368737_55017656982_680741,control,3
1287238,278462861_69965676432_438865,test,3
179489,805244501_72267687551_481876,control,3
7417737,318216493_25495959447_14380,test,3
6144296,452445087_14113661805_187214,control,3
2422177,744550800_12586463221_129259,control,3
7178882,654704718_3573468200_383371,test,3
6259522,962300999_15679569310_59905,test,3
2618189,466477136_75464615932_428802,test,3
450614,918630297_30379097263_705657,control,3
7985391,409537292_12355242182_211080,control,3
7391082,222387332_60679493903_890581,control,3
6336914,668836528_85804885016_193148,control,3
6298404,849470464_82773801644_750127,control,3
8163507,478603231_38877145818_215382,test,3
7577463,598350019_13062771715_989469,control,3
3181060,78771525_47440470766_791798,control,3
5153966,470648093_2141179462_15272,test,3
7693596,509022499_27517622627_73566,test,3
2500352,331107281_46125396628_720882,control,3
9152586,594884320_56693132995_319487,control,3
6871269,382661581_49498746600_130841,control,3
7145486,717285336_57983426498_682644,control,3
438959,691800807_40565502266_521726,test,3
6052127,354489891_43348105929_726243,test,3
7201571,226587671_39466568641_580562,test,3
7565793,196874465_80828375667_346663,control,3
5676428,748028225_32340666300_217118,test,3
4257130,852691876_96842876684_378744,control,3
9115136,427101899_28871645747_243393,test,3
8617107,412074825_44171537518_757691,test,3
7496689,828037176_65188662474_804411,test,3
9646052,215650801_72842423172_549289,test,3
7894885,694152683_82091396148_633837,test,3
1159819,101723155_55190658662_237894,control,3
1007207,38979005_87798253919_680274,test,3
9638063,833500979_2763634342_257324,test,3
4514081,707286562_8257733131_883075,test,3
3451071,12785556_86170718367_710834,control,3
8579832,509611092_93469571546_51915,test,3
5945202,973134428_98132503548_407487,test,3
7763597,34003481_92603631502_298955,control,3
3277329,633866975_7207410361_535883,test,3
1130170,122887283_14852379382_800663,control,3
8596299,311876998_58873265580_88282,control,3
5174359,423303371_59286047418_702849,test,3
8671792,135345432_5087176339_470461,control,3
8365378,150820021_99050329203_435156,control,3
382897,417206258_9738643776_975718,test,3
9305815,145897068_82521275007_87398,control,3
884881,220883802_28519844552_508976,test,3
5156720,511778954_74538736917_751308,control,3
2642906,960782729_7153278530_399764,test,3
7245262,614075737_90964072162_918012,test,3
3223326,999368623_99643582251_107043,test,3
9281816,211779756_23808858617_254449,test,3
3271713,873364663_25478560527_398900,control,3
4352933,564088528_95887615092_501807,test,3
6219677,237397313_76996853966_974538,test,3
6549914,395831517_57734745003_955476,control,3
3507648,26607351_32822658586_131373,test,3
9781128,255591804_33589411665_936198,test,3
2570380,313247796_12880467608_820046,control,3
4292744,104607553_63113543212_684641,test,3
6854608,73783840_11975309082_733569,control,3
2604064,700177801_39950248343_990143,control,3
8211265,522716471_32653000957_153944,test,3
8821670,462249128_99241839224_452258,test,3
8374114,408525960_92382828596_665477,control,3
2846646,394504652_62418757306_925627,control,3
9358241,309720387_77813420636_405035,control,3
2523295,290784214_47129278819_865373,control,3
4806778,20089758_92477438833_560856,control,3
7176508,75654220_24115160908_499387,control,3
4256150,304283263_43174886068_168131,test,3
6967684,472012155_88737711069_939335,test,3
4789802,703681912_30729827704_719447,control,3
9450242,22915684_88043808057_974771,control,3
8222962,548552726_16047145831_238867,control,3
6845169,309701742_38906601850_468160,test,3
9997391,84654768_90613632047_633963,control,3
5452128,428225945_42323074598_223997,control,3
8199837,49211614_43314286433_820641,control,3
8516565,792963465_41540285423_569316,test,3
667664,591936088_57894127471_678695,test,3
8056722,105231784_73768895001_439276,control,3
2692181,424611626_49018662548_10389,test,3
5006470,38019176_55767504087_404575,test,3
2581399,876243781_49779896946_775500,control,3
6786786,128265159_68653228514_216395,test,3
24841,459771761_81535230322_768844,test,3
2838107,258373327_43324891395_287362,control,3
5974014,608320155_52329984230_342763,test,3
5665278,229897790_94515565093_1603,control,3
4026139,260791721_27796951277_453310,control,3
8837888,498824231_62315820958_719128,control,3
3352167,246647462_52029164562_228190,test,3
4958726,91744323_93778103075_606486,control,3
5538197,559438298_2631987781_478277,test,3
4009190,259507447_39946884973_372614,test,3
1789332,10159198_84729287535_194650,test,3
7793219,58598994_61303632222_379420,test,3
4947069,772431586_33927653008_768289,control,3
9568973,382326520_68167624054_962066,control,3
4725865,187812611_88222424906_103101,test,3
5657562,144724664_66449979342_33874,test,3
7432524,255604351_63737020624_953759,control,3
4376165,571929360_22459977850_796813,test,3
1683795,756087037_83649587754_598034,test,3
9517773,834842389_86384078683_542133,test,3
1771561,540522177_95928629493_364363,test,3
4155983,863140211_58199328178_275442,control,3
4971329,246391401_30852960369_998963,test,3
2286758,688798805_94550305521_536472,test,3
1960752,139844153_16584670684_551281,test,3
6639818,873051145_80555947552_815879,test,3
4952168,892408644_6461303429_152766,control,3
4643327,134340021_52933273572_459369,test,3
1897406,734608566_24268037506_806293,test,3
6474909,906516366_78777129371_650846,control,3
3060572,985869749_68481556214_758924,test,3
9801266,86109251_85435493584_932667,test,3
7074966,555986784_88410355531_897737,test,3
5126906,262395703_39272645107_738881,test,3
4133405,871306184_69130236150_536386,control,3
3767547,951363958_15953594663_118095,test,3
1120173,642180600_37657410898_44920,test,3
360872,207825393_11605715641_633293,control,3
9510327,22289511_51596435116_648286,test,3
9917115,860818138_73626606416_112871,control,3
8612264,733287088_93628599558_624640,test,3
3617551,864802613_23905007899_997703,test,3
3702457,806617629_28667722518_199172,test,3
7506104,30479628_93113986352_220997,control,3
3675237,894854483_52475307417_703086,control,3
3066692,614021438_8712547988_705696,test,3
6940936,497620692_39280150475_556883,test,3
4658967,434291928_50965119736_778288,control,3
1261852,456756926_33322990952_9028,test,3
7067317,227257629_88836484028_849924,control,3
7313502,203222521_9172261880_243643,test,3
2972845,492251784_51449647716_679345,test,3
2610417,300709675_14375442596_490538,control,3
744039,985522988_30898632044_142055,test,3
4006342,156365948_93695379991_900622,test,3
606139,822761432_81029914397_542426,test,3
427194,139082368_73701020896_688988,control,3
9289329,82314456_1477694696_653039,test,3
320321,284226514_58603484149_359969,test,3
6625594,594606837_49090014682_412493,test,3
7560071,261172854_52699286098_811737,test,3
7387738,735494121_69452715972_106646,test,3
6767899,92627031_50300841303_654778,control,3
591595,591007406_96314575834_688551,control,3
3000430,90199588_5815181293_296510,control,3
4469087,322344767_16616765544_371643,control,3
9073501,662416687_21939681506_493936,control,3
3426724,648948081_38911377425_524176,test,3
1817759,298026693_97011028339_974171,control,3
8318148,976569847_1437306389_156284,test,3
7865060,622098254_25234615800_196316,test,3
2919916,840238647_72831294981_19669,test,3
4107255,552885569_76113690607_431306,control,3
2541450,409100772_7441806664_914359,test,3
2016971,895191507_122711201_287133,control,3
3846557,92543280_45993989775_126554,control,3
2458943,147177120_8120960370_861360,control,3
9157623,216420557_64704415785_181183,control,3
2391727,872819549_75232131781_196803,control,3
1180758,666630311_67323495803_344331,test,3
9840956,490815439_55960506328_62447,test,3
816595,779767117_95774092394_358237,test,3
3250136,427755408_38154791431_848119,test,3
587801,219793294_66807341155_437227,test,3
1194237,941772240_61951039838_954904,test,3
2923439,526380526_85710104180_88217,test,3
1519690,761962408_49018194716_345776,test,3
641191,205001896_7961922976_87196,control,3
1733507,638011961_63621381807_900508,control,3
5815231,60793016_7653861467_959380,test,3
3709215,279084886_73016404745_141609,control,3
2883141,782404056_91700579587_503289,control,3
2010561,42894679_29270675632_298121,control,3
8547760,718784715_80061473748_604704,test,3
9351949,619413146_93087735251_518613,control,3
3692882,882579438_48381425892_882921,test,3
8613889,734967596_38449698054_654833,test,3
3617710,167760806_16185224535_598244,control,3
8980847,232733338_96169698377_572256,test,3
3599132,710170964_66498383311_965583,test,3
326613,201266006_45041894387_218800,test,3
9774375,761117304_14481891611_340741,test,3
7633531,617039636_59785859189_634966,test,3
3091233,104710911_72306734784_450595,test,3
3402314,850494168_43543057967_636284,control,3
2223558,548494053_98072366578_988825,test,3
8121566,182819480_50912084090_759484,test,3
7669500,726190470_58304760907_69711,test,3
5142996,357297030_26215144345_679774,test,3
5531217,967475648_744563569_809883,test,3
4686520,456728276_36978928903_699774,test,3
1982004,132494692_73738638511_70823,test,3
3170143,758001412_25057963943_219559,test,3
5308474,211880937_22137025437_345486,test,3
6584990,542438124_92218937006_412333,control,3
2550129,691830878_54608642251_986027,test,3
7485024,180019966_77671876330_98154,test,3
4744361,421208357_11232681140_528787,control,3
6653427,379233621_52265281981_75449,test,3
1152171,459517929_52613443283_667900,test,3
8313694,217047242_8786898660_758301,control,3
7276973,117895119_16501051592_422436,control,3
9775174,973926084_56875059457_563599,test,3
6031726,620988185_62840452356_647599,test,3
2145511,220188226_65609660856_213802,control,3
5018154,224964078_8708765674_237396,test,3
5429577,818259206_38623400239_128890,control,3
8100455,858799280_9446649731_21083,test,3
3544855,293562856_29790997566_420072,test,3
8675285,477306095_66343999086_382707,test,3
137412,32554054_69389583936_53430,test,3
171492,905094495_61697710091_853713,test,3
8076294,57521594_91882646518_386323,control,3
2856502,678237432_3361903376_274766,test,3
8701900,202560720_81771252455_996262,test,3
6930182,170555409_29314257628_512921,test,3
8366788,832805285_65011846831_837253,test,3
2852997,178226189_91360419502_45170,control,3
1788838,991244009_75237724263_964769,control,3
8308363,754988613_84815465932_993029,test,3
9378146,669857253_34681367640_946375,control,3
7523181,791871816_94123567003_828662,control,3
9364005,720018185_82553226644_984366,test,3
5751565,674657047_2139465143_789417,test,3
8330343,875463067_49235560067_703832,test,3
4827059,521395199_41786101566_811489,control,3
133101,173998761_44994047895_850405,control,3
6224299,885752584_86723774926_378507,control,3
7763445,479112554_67389758976_510409,test,3
4101033,507337790_15198310110_552374,control,3
2657900,397060281_16070793553_843262,control,3
3413971,922950583_10291383520_30396,control,3
1461831,524874898_23556565840_231262,test,3
5667617,636537402_59653869291_370182,test,3
9635244,812609777_45938799542_832536,control,3
6405208,857909291_11558928045_612123,test,3
759780,817053475_23692354396_617436,test,3
1330036,502316833_62176221508_761047,test,3
6325731,894712487_23700060064_620127,test,3
3695514,295222264_26098806518_441338,control,3
4590361,923773369_88367145062_444422,control,3
9493365,517901918_50644693926_888154,test,3
8472274,407535143_5128603276_131093,test,3
8874319,862660567_84064523698_84250,test,3
9513138,460037975_40286474667_618449,control,3
1090478,726104644_74144390850_820374,test,3
1304240,666948409_37362704914_643913,test,3
741785,528318815_96834322727_383070,control,3
1034218,241484110_1892864068_272232,test,3
8132181,883968570_59281705118_171492,test,3
9159465,534141390_35860797803_826818,test,3
6233261,765278367_95980888956_954316,test,3
2312741,962623475_96204517369_119975,test,3
6740819,346704744_13381461963_69092,control,3
2128160,902670826_47875175997_231260,control,3
3973582,701912458_47353502318_76158,test,3
1348442,63833575_36695133180_355006,control,3
6981798,383702289_19597211271_752834,control,3
2612667,74059173_7457942997_66615,test,3
8501430,648435852_3922246586_855551,control,3
7804581,903290482_74967747408_298551,control,3
9112089,937575331_88649883703_629132,control,3
1908164,525276538_93071133795_757889,test,3
8117339,492217525_55619023135_773716,control,3
9624621,109341543_93834603351_339892,control,3
5520127,582068453_64924804574_838338,control,3
4883446,251515969_32136726617_741079,test,3
7916237,21902092_7064387292_893044,test,3
1255014,731805811_47041171458_97401,control,3
1113976,567632812_44360095226_826078,test,3
4052287,921315987_4075271855_891210,control,3
1790923,32213038_49663525086_224220,control,3
3875133,445907345_402025196_130201,test,3
9007970,463219516_16087640245_580140,test,3
4635518,700986049_96511066660_73117,control,3
9382137,815073724_3787462117_869748,control,3
4533589,68521645_71308759828_874544,test,3
9764115,720216643_17516960631_555583,test,3
3050600,456042747_10284269304_157720,control,3
6751236,605811317_37508992838_331983,test,3
7825081,779779470_94081811981_351773,test,3
8580049,481616096_81462862895_39353,test,3
3009581,170862833_10520187318_509539,control,3
559468,119038526_29028100757_21295,test,3
7767849,608474263_11325906951_419000,test,3
6773284,989440614_55638338033_130539,test,3
1144410,602386199_13818409466_144534,control,3
6486309,894954696_38927545523_984432,test,3
2152873,311899796_83435680596_568306,control,3
2471812,65256314_26483224021_469526,test,3
3703213,546449552_41982066121_512526,test,3
5566976,650532729_13147247345_733958,test,3
5242744,888119280_3430788341_805397,test,3
5525291,793266063_535393652_948466,test,3
6324067,26542651_27782647475_178275,control,3
331379,238979959_52878104996_371353,control,3
7688646,20364682_96645178109_642556,control,3
463029,840945259_45368722262_696070,test,3
7463451,676572668_71867058191_325383,control,3
6191302,968758844_60180436923_596022,control,3
5617039,806878986_39282558660_724778,test,3
7283635,497317864_67057072839_641712,control,3
8911405,137655983_40368000006_870225,test,3
1585267,505863366_60871744996_30317,test,3
8463084,672567726_87509721653_847044,control,3
8753196,742564583_89117610038_428855,control,3
6407208,849219422_90277976889_517360,control,3
2854435,151705034_2644680931_572812,test,3
637858,309095656_8234914758_148477,control,3
1322426,32115969_7611528818_45674,test,3
9128690,656312109_88305091956_519507,test,3
9322805,956595819_624249575_771365,test,3
1663358,891023379_87489633400_795633,test,3
5715241,887423770_59390565772_648975,control,3
780112,477190145_86803348514_458168,test,3
597792,117892477_19333232296_788067,test,3
174806,895919256_19549111324_814659,control,3
6019257,69878257_84203546206_619260,control,3
7825280,35893746_1866648454_249871,test,3
283734,604241278_65450093236_109816,test,3
1374352,295660588_44524356424_919758,test,3
1064476,156556879_3495916429_23669,test,3
8891137,890034648_25413261997_759796,test,3
499699,448697252_18487856403_508452,test,3
981888,434333073_10479885101_524783,control,3
7583640,503275179_28496875539_711795,control,3
4142763,943061281_3582308322_615169,test,3
2809254,30540585_18568331474_639547,test,3
6168374,537512979_46892820335_581473,control,3
5555638,577664975_70623630265_716771,control,3
5065737,173975236_9162036343_954957,test,3
881057,263346092_77802145289_284644,test,3
6623614,835482692_34233932612_984988,control,3
2898817,192466634_90312699929_432006,control,3
8538953,13581838_79100608588_989291,control,3
118415,811255194_80751564718_328172,control,3
6199688,305132200_77078421799_309268,control,3
7777790,116363538_80009442256_799225,test,3
5457087,470811302_17023844274_868798,test,3
1425912,486655661_9812971237_480378,test,3
5625895,929118825_71773172227_447742,control,3
6808577,206517187_87369699356_761396,test,3
1605677,575597845_45124687361_957363,test,3
